SR.No,question,answer,topic
82,What's the tuition price?,"Tuition varies by program. Current figures:

- B.Tech (CSE/IT/ECE/EE/ME/Civil/AI dual): ?85,578/yr; Development ?12,837; Accreditation ?17,116; Total ?1,15,531/yr. One-time: ?7,500 caution money; ?2,000/yr registration.
- MBA: ?67,196/yr; Development ?10,079; Accreditation ?13,439; Total ?90,714/yr. One-time ?7,500 caution money; ?2,000/yr registration.Fee submission start dates vary by program and intake; there is no universal start. For the current semester, the last date to pay fees is 31 August 2025 (?10/day late fee)",TUITION_FEES
83,Can you give me tuition fee information?,"Tuition varies by program. Current figures:

- B.Tech (CSE/IT/ECE/EE/ME/Civil/AI dual): ?85,578/yr; Development ?12,837; Accreditation ?17,116; Total ?1,15,531/yr. One-time: ?7,500 caution money; ?2,000/yr registration.
- MBA: ?67,196/yr; Development ?10,079; Accreditation ?13,439; Total ?90,714/yr. One-time ?7,500 caution money; ?2,000/yr registration.Fee submission start dates vary by program and intake; there is no universal start. For the current semester, the last date to pay fees is 31 August 2025 (?10/day late fee)",TUITION_FEES
84,What are the tuition expenses?,"Tuition varies by program. Current figures:

- B.Tech (CSE/IT/ECE/EE/ME/Civil/AI dual): ?85,578/yr; Development ?12,837; Accreditation ?17,116; Total ?1,15,531/yr. One-time: ?7,500 caution money; ?2,000/yr registration.
- MBA: ?67,196/yr; Development ?10,079; Accreditation ?13,439; Total ?90,714/yr. One-time ?7,500 caution money; ?2,000/yr registration.Fee submission start dates vary by program and intake; there is no universal start. For the current semester, the last date to pay fees is 31 August 2025 (?10/day late fee)",TUITION_FEES
85,How much money needed for tuition?,"Tuition varies by program. Current figures:

- B.Tech (CSE/IT/ECE/EE/ME/Civil/AI dual): ?85,578/yr; Development ?12,837; Accreditation ?17,116; Total ?1,15,531/yr. One-time: ?7,500 caution money; ?2,000/yr registration.
- MBA: ?67,196/yr; Development ?10,079; Accreditation ?13,439; Total ?90,714/yr. One-time ?7,500 caution money; ?2,000/yr registration.Fee submission start dates vary by program and intake; there is no universal start. For the current semester, the last date to pay fees is 31 August 2025 (?10/day late fee)",TUITION_FEES
86,Do you have a library on campus?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here—would you like me to connect you with library staff for exact hours and fee policies? Hindi available.",CAMPUS_LIBRARY
87,Is there a library here?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
88,Do you have a campus library?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
89,Tell me about your library," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
90,Is there a library facility available?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
91,Do you provide library services?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
92,Can I access a library on campus?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
93,What about the college library?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
94,Is there a library I can use?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
95,Do you have library resources?," Arya College has a Central Library and departmental libraries. The library houses books, journals, magazines, newsletters, and digital resources; IT-based services; photocopying; audio-visual rooms; electronic media; reference and enquiry; lending of equipment (laptops, tablets, e-readers, headphones). Access is open to students, staff, and community. Timings and fines aren’t listed here.",CAMPUS_LIBRARY
96,Tell me about library facilities,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
97,Where is the campus library?,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
98,Do students have access to a library?,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
99,Is there a library building on campus?,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
100,Can you tell me about library services?,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
101, What library facilities do you offer?,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
102,Do you maintain a campus library?,"Arya College has a Central Library plus Departmental Libraries. Facilities: print and digital resources (books, journals, magazines, newsletters, e-resources); IT-based services; online catalog/ILS; Wi?Fi; photocopying; audio?visual rooms; electronic media; reference/enquiry; equipment lending (laptops/tablets/e-readers/headphones); comfortable, air?conditioned spaces. Timings and fines aren’t listed here—",CAMPUS_LIBRARY
103,When does the fall semester start?,"Exact fall start dates vary by program and intake; there is no universal date. Typically RTU-affiliated programs begin in August/September. For your specific batch’s start, kick-off, and term dates, I can connect you with Admissions. ",SEMESTER_START_DATE
104,What's the fall semester start date?,"Exact fall start dates vary by program and intake; there is no universal date. Typically RTU-affiliated programs begin in August/September. For your specific batch’s start, kick-off, and term dates, I can connect you with Admissions. ",SEMESTER_START_DATE
105,When do fall classes begin?,"Exact fall start dates vary by program and intake; there is no universal date. Typically RTU-affiliated programs begin in August/September. For your specific batch’s start, kick-off, and term dates, I can connect you with Admissions. ",SEMESTER_START_DATE
106,Tell me when fall semester starts,"Exact fall start dates vary by program and intake; there is no universal date. Typically RTU-affiliated programs begin in August/September. For your specific batch’s start, kick-off, and term dates, I can connect you with Admissions. ",SEMESTER_START_DATE
107,What's the beginning date for fall semester?,"Exact fall start dates vary by program and intake; there is no universal date. Typically RTU-affiliated programs begin in August/September. For your specific batch’s start, kick-off, and term dates, I can connect you with Admissions. ",SEMESTER_START_DATE
108,When does the fall term commence?,"Exact fall start dates vary by program and intake; there is no universal date. Typically RTU-affiliated programs begin in August/September. For your specific batch’s start, kick-off, and term dates, I can connect you with Admissions. ",SEMESTER_START_DATE
